smiles,ld50
NC1=C(C=CC=C1)C1=CC=CC=C1,1.86
CC1=C(C=CC=C1)S(N)(=O)=O,1.55
CCOC(C1=NCC(C)(CC)CN1)C1=CC=CC=C1,3.07
CC(C)CNC(=O)N1CCNC1=O,1.72
CCCCNCC,2.51
CCCCCCCCCCCCCCCCCCNC(C)C,2.39
CC(=O)OCC1=CC=C(C)C=C1,1.52
CCOP(=S)(OCC)SCN1C(=O)OC2=C1C=CC=C2,3.61
CC(O)COC1=CC=CC=C1,1.73
CCCCCCCCCCCC(=O)NP(=O)(OC)SC,3.51
NC1=CC=C(C=C1C#N)[N+]([O-])=O,1.62
CC(O)CC(C)(C)O,1.5
NN1C=NN=C1,0.79
CN(N=O)C1CCCCC1,3.68
CN1CCC(C1)C1=CNC2=C1C=CC=C2,2.69
CC(=C)C1CC=C(C)C(=O)C1,1.62
CN1N(C(=O)C=C1C)C1=CC=CC=C1,2.04
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(O)=O,2.85
CC(C)COC(=O)CCC1=CC=CO1,2.0
NS(=O)(=O)C1=C(Cl)C=C2NC(CC3CCCC3)NS(=O)(=O)C2=C1,2.58
CCCCOC(NC(=O)C1=C(O)C=CC=C1)C(Cl)(Cl)Cl,1.65
CCCC1OC1(CC)C(N)=O,2.1
[O-][N+](=O)C1=CC=[N+]([O-])C=C1,3.12
O=C1C2=C(SC(C#N)=C(S2)C#N)C(=O)C2=C1C=CC=C2,2.67
CCCO,1.51
CNC(=O)OC1=CC(=CC(=C1)C(C)C)C(C)C,3.07
CC1CNC(C)CN1,1.56
CCCCOC(CBr)C1=CC=CC=C1,3.01
NC1=C(Cl)C2=C(NC(=N2)C(F)(F)F)C(Cl)=C1Cl,4.12
CC1=CC(O)=CC(O)=C1,2.17
CN(N=O)C(=O)C(=O)N(C)N=O,3.26
CCOP(=S)(OCC)SCN1N=C(C=CC1=O)C1=CC=CC=C1,2.82
CC(CC(=O)OC(C)(C)C)=NNC1=NN=C(C=C1)N1CCOCC1,2.54
OCCOC(=O)C=CC(O)=O,1.81
ClC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,2.32
COC1=CC(C=CC)=CC=C1OCC1=CC=CC=C1,1.72
CN1C(=O)C2=CC=C(C=C2C1=O)[N+]([O-])=O,1.87
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,2.41
OC(=O)C1CCC2=CC(C3CCCCC3)=C(Cl)C=C12,3.9
CCOP(=O)(OCC)OC1=CC=C(N)C=C1,2.39
CC(C)OC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,1.83
ClC1=CC=CC(=C1)N(C1CCOC1=O)C(=O)C1CC1,3.21
O=C1CCCO1,1.75
COC1=CC=C2SC3=C(C=CC=C3)N(CCCN(C)C)C2=C1,2.63
CC(C)(O)C#CC=C,2.26
CC(CN(C(C)=O)C1=C(I)C(N)=C(I)C=C1I)C(O)=O,1.94
COP(N)(=S)OC1=CC(Cl)=C(Cl)C=C1Cl,2.64
OC(=O)C(CC=C)CC=C,2.39
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1.85
CCOP(O)(O)=O,1.9
CC(C)=CCN(CCC(C(N)=O)C1=CC=CC2=C1C=CC=C2)CC=C(C)C,3.01
CC(=O)NC1=CC=CC2=C1NC1=C2CCCC1,1.77
COC(=O)C1=C(OC)C=CC=C1,1.64
CCCCCCCCCCCCCCCCCC1=NCCN1CCO,1.97
COC1=CC(OCCO)=CC(OC)=C1,1.69
CC1=CC=C(C=C1)S(=O)(=O)NN,2.82
CC1=C(C=CC=C1)N=NC1=C(N)C=CC2=C1C=CC=C2,3.34
C1CC(OC2CCC3OC23)C2OC12,1.86
CNC(=O)ON=C1CCCC1(C)C#N,4.04
CCCSC(Cl)=O,2.09
CCCCOC(=O)C1CCC(C1)C(=O)OCCCC,1.62
CCC1OCC(S1)=NOC(=O)NC,3.53
CCOC(=O)C(SP(=O)(OC)SC)C1=CC=CC=C1,3.11
OC1CCC2=C1C=CC=C2,2.33
CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,3.38
CCC(CC)(CC=C)C(N)=O,2.59
CCP(=S)(OC)SC1=CC=C(Cl)C(C)=C1,3.5
CCCCOCCOCCOCCCC,1.75
CCSCCOC1=CC=C(C=C1)[N+]([O-])=O,2.44
OC1C2C3OC3C1C1C2C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,5.22
CCOP(=S)(CC)OC1=CC(Cl)=C(Cl)C=C1Cl,4.35
[O-][N+](=O)C1=C(Cl)C2=C(NC(=N2)C(F)(F)F)C=C1Cl,3.92
OC(=O)C1=CC=C(Cl)C(=C1)[N+]([O-])=O,1.81
OC1OCC=C2OC(=O)C=C12,3.74
CC(CC=O)CC=O,2.17
CC(O)COC(C)CP(CC(C)OCC(C)O)CC(C)OCC(C)O,1.43
CNP1(=S)OCC2=CC(=CC=C2O1)[N+]([O-])=O,3.32
CN1CCN(CC1)N=O,3.11
CCCCC(CC)COC(=O)C1=C(C=CC=C1)C(O)=O,2.32
CCN(CC)CCCNC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,3.34
CCOC(C1=CC=C(Cl)C=C1)C1=NCCCCN1,2.86
CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CS2)S1(=O)=O,3.63
CCOP(=S)(OCC)OC(=CCl)C1=CC(Cl)=CC=C1Cl,3.95
NC1=CC(Cl)=C(N)C=C1Cl,2.0
CC(Cl)=CC(=O)NC1=CC=C(O)C=C1,2.13
COC1=CC=C(C=C1)C1OCOCC1C,1.68
COCCOCCOC(C)=O,1.13
CCN(CC)C(=O)C1=CC=CC=C1,1.95
OC(=O)C1=NN(CC2=CC=C(Cl)C=C2)C2=C1C=CC=C2,2.4
CCCCCCC(C)=CC#N,1.94
CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,2.37
COP(=S)(OC)OC1=CC(Cl)=C(C(Cl)=C1)[N+]([O-])=O,2.65
CCOC(C1=NCC(C)(CC)CN1)C1=CC=C(Cl)C=C1,3.43
CP(C)(=O)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,2.06
CC1=NN(C=C1)C(=O)NCCCCCCCl,1.67
CC(C)C1=CC=CC(C(C)C)=C1O,2.55
CCSC(C)CC1CC(=O)C(C(=O)CC)C(=O)C1,3.2
CC1COC(O1)C(Cl)CCl,2.48
CN(C)C1=CC=C(C=CC2=CC=CC=C2)C=C1,3.65
CCCOP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,3.58
CN(C)CCN1C2=C(C=CC=C2)N(C)C2=C(C=CC=C2)C1=O,3.13
CC(C)(C)NCC(O)COC1=C(C=CC=C1)C1CCCC1,2.36
NC(=S)NC1=CC=C(C=C1)C1=CC=C(NC(N)=S)C=C1,3.18
CC(C)CCCCCOP(OCCCCCC(C)C)OCCCCCC(C)C,1.66
CNC(=O)OC1=CC=CC2=C1OCCO2,3.22
CCN(CC)C1=NC(NC(C)C)=NC(Cl)=N1,2.16
FC(F)(F)C1=C(SC(Cl)=N1)C(=O)OCC1=CC=CC=C1,1.81
FC1=CNC(=O)NC1=O,2.75
NS(=O)(=O)C1=CC(C2=NN=NN2)=C(NCC2=CC=CS2)C=C1Cl,2.16
CN(C)C(N)=NC#N,1.47
CCOP(=O)(OCC)SCC1=NN=C(SC(C)C)S1,3.56
CN(C)P(=O)(OC=C(Cl)Cl)C1=CC=C(Cl)C=C1,2.8
CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,3.86
CC(OC1=CC2=C(C=CC=C2)C=C1)C(=O)NC1=CC=CC=C1,1.29
OCC=C,2.96
CCSC1=NC(NC(C)C)=NC(NC(C)C)=N1,1.82
CC1=C(Cl)C=C(N)C(=C1)S(O)(=O)=O,1.26
COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,3.18
CCCCN1CCOCC1,2.63
CCOP(Cl)(Cl)=O,2.87
O=CC1CCC=CO1,1.36
COC1=CC=C2C(C(C3=CC=CC=C3)C(C)(C)OC2=C1)C1=CC=C(OCCBr)C=C1,2.97
CC1=CC(O)=CC(C)=C1,2.3
CNC(=O)ON=C1SC(C)(C)SC1C,5.36
CCOC(=S)SSSSC(=S)OCC,3.05
CNC(=O)ON=C1SC(SC1(C)C)=NN(C)C,5.19
COC(C)CC(CC(OC)OC)OC,1.7
CC(C)CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC(C)C,1.25
CCCCCN1N=CC(OP(=S)(OCC)OC(C)C)=C(OC)C1=O,4.62
C1=CC(=CC=N1)C1=CC=NC=C1,2.96
CCOC1=CC=C(C=C1)C1(CC1(Cl)Cl)C1=CC=C(OCC)C=C1,2.67
FC(F)(F)C1=NC2=C(N1)C=C(Cl)C(Cl)=C2,4.51
CC(C)C1=NC2=C(C=CC=C2)C1=C(N)C1=CC=CN=C1,2.88
C1CCOC1,1.64
CC1=CC(N)=CC=C1N,3.08
CC(=O)OC(=C)C#N,3.05
CCCCCCCCCCCCCCCCCCN,2.05
CC(Cl)CCl,1.76
BrC(Br)(Br)C1=NC2=C(C=CC=C2)C=C1,1.75
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,1.43
CCOC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1,2.79
CN1CCC(CC1)=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,2.99
CCC1NC(=O)C2=C(O1)C=CC=C2,2.13
COC(=O)C1=CC=CC=C1,2.06
CCCCNCC(O)COC1=CC=C(C=C1)C1=C(C(=O)OC2=C1C=CC(OC)=C2)C1=CC=CC=C1,2.98
OC1=CC=C(NC2=CC=CC=C2)C=C1,1.75
CC(C)C(=O)OCC1=CC=CC=C1,1.8
CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1,4.67
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.58
O=C(OC1CCC(CC1)N1CCCCC1)C1=CC=CC=C1,2.57
NC1=CC=C(N)C=C1,3.13
CCCCCCOC(COCC(OCC)OCCCCCC)OCC,2.18
O=NN1CCC2=C1C=CC=C2,2.67
CS(=O)(=O)C=C,2.27
C1OC1C1CCC(OC1)C1CO1,2.01
CCOP(=S)(OCC)SCN1C(=O)SC2=C1C=CC=C2,3.54
COP(=O)(OC)OC1=CC=C(C(Cl)=C1)[N+]([O-])=O,4.45
COCCOC(=O)N(CO)CO,1.09
CC(=O)CC(=O)NC1=CC=CC=C1,1.86
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(O)(=O)=O,2.35
CC1(C)C2CCC1(C)C(=O)C2Br,1.72
CCP(=S)(OC)OC1=C(Cl)C=C(Br)C(Cl)=C1,3.66
CCOC(C1=NCC(C)(C)CN1)C1=CC(F)=CC=C1,2.55
COC1=CC(CC=C)=CC=C1OC=O,1.75
CCCCNC(=S)N(CCCC)CCCC,1.91
NC(=S)NC1=CC(Cl)=CC=C1Cl,2.87
CCCCC(CC)COCC(CC)CCCC,0.85
OC(=O)CCC(=O)NC1=CC=C(NS(=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1,2.42
CCP(=S)(OC)OC1=CC=C(C=C1Cl)[N+]([O-])=O,4.11
OCCNCCO,2.19
COP(C)(=S)SCN1C(=O)C2=C(C=CC=C2)C1=O,4.7
CC(N)CN,1.52
CNC(=O)N(C)N=O,2.62
CNC1=NC(OC)=NC(NC(C)C)=N1,1.92
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1C(O)C2(C)CCC1C2(C)C,1.31
COC(=O)C1CCCCC1,1.56
OC(CCCN1CCN(CC1)C1=CC(Cl)=CC=C1)C1=CC=C2NC(=O)CCC2=C1,2.92
CCC(C)OC=O,1.0
CC(C)COCC(C)O,1.49
COP(=S)(OC)SCCSC1=CC=C(Cl)C=C1,3.52
CCCCC(CC)COC(=O)C(CC)CCCC,0.98
CN(C)C1=CC=C(SC#N)C=C1,2.55
CC(C1=CC=CC=C1)C1=C(CCl)C=CC=C1,1.69
CCOP(=S)(SC(C)CC)N(CC)C=O,3.45
CN(SN(C)C=NC1=CC=C(C)C=C1C)C=NC1=CC=C(C)C=C1C,3.07
NCCOCCO,1.54
CN(C)C(=O)C1=CC=CC(C2=CC=CC=C2)=C1O,2.1
CC1=CN(C2OC(CO)C=C2)C(=O)NC1=O,1.75
CN=C(NCCSCC1=C(C)N=CN1)NC#N,1.7
C1COCCOCCOCCOCCO1,2.19
COC1=C(Cl)C2=C(N=C(N2)C(F)(F)F)C(Cl)=C1OC,3.5
CC(=O)OC1=CC=C(OC2=C(I)C=C(C=C2I)C(O)=O)C=C1I,2.15
NNC1=NN=CC2=C1C=CC=C2,3.25
C=CC1OCCO1,3.07
CCCSP(=O)(CC)OC,4.86
CNC(=O)OC1=CC=CC2=C1OC(C)C2,3.68
CCCCOC(=O)C1=C(O)C=CC=C1,2.06
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.38
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,3.54
O(C1=CC=CC=C1)C1=CC=CC=C1,1.84
CC(C)C1NC(=O)C2=C(O1)C=CC=C2,2.01
NC=C,1.37
CNC(=O)OC1=C(C=CC=C1)C(OC)OC,3.15
CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,4.45
CC(=O)OC1=CC=C(C=C)C=C1,2.03
CC(C)OC1=CC=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=C1,1.51
CNN=NC1=CC=C(I)C=C1,2.72
COC1=CC=C(C=C1C(=O)NCC1=CC=CN=C1)C(=O)NCC1=CC=CN=C1,2.1
CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1C,1.44
CC(C)(C)C1=CC=C(CCOC2=NC=NC3=C2C=CC=C3)C=C1,3.35
O=P(OC1CCCCC1)(OC1=CC=CC=C1)OC1=CC=CC=C1,2.13
OC(=C)CC(C1=CC=CC=C1)C1=C(O)OC2=C(C=CC=C2)C1=O,4.47
ClC1=C(CN2C=CC=CC2=NC#N)C=CC=C1,2.69
COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,1.71
CC1=CC=C(C)N1,3.21
CC(C)N1N=C(C(N)=NC1=N)C1=CC=CC(Cl)=C1Cl,3.12
CCOP(=S)(OCC)SCN1C(=O)CSC1=O,4.14
CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C11CO1,4.72
OCC1CC2CCC1C2,1.9
CC(C)C1CCC(O)CC1,1.71
CC(=O)OC(C)(C)CCCC(=C)C=C,1.49
[O-][N+](=O)C1=CN=C(Cl)C(=C1)[N+]([O-])=O,3.61
NC1=CC(=CNC1=O)C1=CC=NC=C1,3.26
CCNC1CCCCC1,2.33
COCC1CO1,2.28
CCOC(=O)CC[Si](C)(OCC)OCC,1.08
COCCOC(=O)C(=CC1=CC=CC(=C1)[N+]([O-])=O)C(C)=O,1.77
ClCC(Cl)=CCl,2.37
CC1=CC=C(NCCCC2=CC=CC=C2)C=C1,2.15
CC(C)NCC(O)C1=CC(O)=CC(O)=C1,1.8
COC1=C(F)C2=C(NC(=N2)C(F)(F)F)C(F)=C1F,4.97
N#CC(C#N)=C1SCS1,3.31
CCCN1C(=O)N(C)C2=C(N(CCCCC(C)O)C=N2)C1=O,2.38
CCOP(=S)(OCC)OC(C)CC,3.67
CCCCOC(=O)CC#N,1.53
CCOP(=S)(OCC)SCC1=NN=C(SC)S1,3.12
COC1=C(Cl)C=CC2=C1N=C(N2)C(F)(F)F,4.9
ClC(=O)C1=CC=CC(=C1)S(Cl)(=O)=O,2.13
CCC(N1CCN(CC1)C1=CC(Cl)=CC=C1)C(=O)C1=CC2=C(NC(=O)C=C2)C=C1,2.91
CCC(C)C=O,1.13
CSP(=O)(SC)SC,3.8
FC1=CC=C(C=C1)C(=O)CCCN1CCN2CC3=C(CC2C1)C1=C(N3)C=CC=C1,2.75
CC[N+](C)(C)CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1,2.36
CCC=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,2.63
NCC(O)C1=CC(O)=CC=C1,2.59
O=NN(CC1=CC=CC=C1)CC1=CC=CC=C1,2.4
CCO[SiH](Cl)OCC,1.39
CC1=CC2=C(C=C1C)C(=O)C1=NNN=C1C2=O,2.37
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=C(F)C=C1,2.09
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,2.65
CN(C)CC1=CC(CN(C)C)=C(O)C(CN(C)C)=C1,2.35
ClCCO[SiH](OCCCl)OCCCl,3.15
CCON=C(CC)C1=C(O)CC(CC1=O)C1=C(C)C=C(C)C=C1C,2.55
CCOP(=O)(OCC)SCC1=NN=C(SCC)S1,3.2
ClC1=CC=CC(Cl)=C1C1C(=O)C2=C(C=CC=C2)C1=O,2.79
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.15
CSC1=CC=C2SC3=C(C=CC=C3)N(CCCN(C)C)C2=C1,2.36
CCCC(CCC)C(C)NC(=O)CC,2.45
CCC(C)N(C(C)CC)C(=O)C1=CC=C(Cl)C(Cl)=C1,2.32
OCC(Br)CBr,2.5
ClC=CCl,2.1
CCOCCOC(C)=O,1.69
OCC(Cl)C(Cl)CO,1.75
CCC(SC(C)=NOC(=O)NC)C(N)=O,4.22
CCOP(=S)(OCC)SCN1N=C(Cl)C=CC1=O,3.97
CCO[Si](CCCN=C=O)(OCC)OCC,2.54
OCC1=C(C=CC=C1)C1=C(C=CC=C1)C(O)=O,1.54
CCCCC[Si](OCC)(OCC)OCC,1.07
CC(C1=CC=CC=C1)C1=CC=C(Cl)C(C)=C1C,2.06
CCC(=O)OC(CC1=CC=CC=C1)(C(C)CN(C)C)C1=CC=CC=C1,3.4
OC1COC2C(COC12)O[N+]([O-])=O,1.92
CN(C)CC(=O)NN=CC1=C(N=C2SCCN12)C1=CC=C(Cl)C=C1,2.66
CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,3.1
CCC(CC)COC(=O)C=C,1.38
OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,2.58
COC1=C(OP(=O)(OC(C)C)OC(C)C)C=NN(C)C1=O,5.23
CC(=O)OC1CC2(O)C(CCC3(C)C(CCC23O)C2=COC(=O)C=C2)C2(C)CCC(O)C=C12,5.04
CNC(=O)OC1=C(OCC=C)C=CC=C1,3.02
CCP(=O)(OC)OC1=CC=C(C=C1)S(C)(=O)=O,5.54
OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,2.62
COP(=S)(OC)SCC(=O)N(C)C=O,3.01
CCCCOC(=O)C1=CC=C(C=C1)[N+]([O-])=CC1=CC=C(C=C1)N(CC)CC,2.19
CCN(CC)CC1=C(O)C=CC(=C1)C1=CC=CC=C1,3.96
C=COCCOCC1CO1,1.77
CCNC1=NC(SC)=NC(NCC)=N1,2.45
OC1=CC=C(Cl)C=C1CC1=CC=CC=C1,2.11
C1=CC2=CC3=C(C=CC=C3)N=C2C=C1,1.95
CCCP(C1=CC=CC=C1)C1=CC=CC=C1,2.27
NC(=S)C1CCC=CC1,3.45
CCOC(C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,2.41
CC=CC#N,2.13
CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,1.46
NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,2.08
[O-][N+](=O)C1=CC=C(C=C1)N=C=O,2.01
CC(CN1C(=O)N(CC2CO2)C(C)(C)C1=O)OCC1CO1,2.22
ClCCC(Cl)(Cl)Cl,2.57
CC1=CC=CC(C)=N1,2.43
CCOP(=O)(SC(C)CC)N1CCSC1=O,3.7
CC(C(O)=O)C1=CC=C(C=C1)N1C=C2C=CC=CC2=N1,2.23
CN1CC2=C(C=CC=C2)C(=O)C2=CC(CC(O)=O)=CC=C12,2.52
CCC1=CC2=C(C=C1)N=C(N2)C(F)(F)F,3.88
COC1=C(C=NC2=C(C=CC=C2)C(O)=O)C=CC=C1,2.23
OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,1.4
FC(F)(F)C1=NC2=C(N1)C=CC(Cl)=C2Cl,4.29
NC1=CC=C(C=CC2=CC=C(C=C2S(O)(=O)=O)[N+]([O-])=O)C(=C1)S(O)(=O)=O,1.45
CNC(=O)ON=C(C)SC(C)C(N)=O,3.96
CC(CC(=O)N(CCO)CCO)=CC1=CC=CC=C1,2.24
CCCOC1=CC=CC(C)=C1N(COCC)C(=O)CCl,2.06
CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O,3.53
CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=C1C=CC=C2,3.12
OC1N=C(C2=C(F)C=CC=C2)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O,2.01
CC(C)(O)C1=CC=CC=C1,2.02
CC(=O)C(C)=O,1.74
NC(=O)C1=C(F)C=CC=C1F,1.68
CC(COC(C)=O)C1=CC=CC=C1,1.62
OCN1C(=O)OC2=CC(Cl)=CC=C12,1.85
CCC(C(O)=O)C1(O)CCCCC1,1.59
O=NN1CCOCC1,2.62
COP(=O)(SC)N=C1SCCN1C,5.21
OC(=O)CCCCC1CCSS1,2.26
CNC(=N)NC(=O)NC1=C(C)C=CC=C1C,3.08
CC(C)=CC1C(C(=O)OCC2=CC=C(C)C=C2C)C1(C)C,0.85
COC1=C(O)C2=C3C(CC22C=CC(=O)C=C2)N(C)CCC3=C1,2.73
CCCSP(C)(=S)OC1=CC=CC=C1,3.07
CCCOC(=O)C1=CN=C(C=C1)C(=O)OCCC,1.68
C=CCOC=O,2.84
OC(=O)C1=C(NC2=C(Cl)C=C(Cl)C3=C2C=CC=C3)C=CC=C1,1.59
FC(F)(F)C1=NC2=C(N1)C(Br)=C(Br)C(Br)=C2Cl,4.94
CCN(CC)C(=S)SCC(Cl)=C,2.42
CCCCCCCC[Si](OCC)(OCC)OCC,1.5
CC1=NN(SC(Cl)(Cl)Cl)C(C)=C1,2.63
CCOC(=S)C1=CC=C2OCOC2=C1,2.26
CC(C)(OC1=CC=C(Cl)C=C1)C(O)=O,2.38
CC1=NC2=C(C=CC=C2)C(=O)N1C1=CC(C)=C(O)C(C)=C1,3.09
CCOC(=O)CC(=O)OCC,1.01
ClCCNC(=O)N(CCCl)N=O,4.03
CNC(=O)C=C,2.25
CCOC(=O)C1=C(O)C2=C(C=CC=C2)S(=O)(=O)N1C,1.77
CCC1C(C)C(CC=C1C1=CC=CC=C1)C(O)=O,2.02
CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,2.16
OC(CNC1=NC=CC=C1)C1=CC=CC=C1,2.45
CCCN(CCC)C1=C(C=C(C(N)=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,1.36
CCC(C)OC(CBr)C1=CC(Cl)=CC=C1,3.07
CC(Br)CBr,2.44
CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1,2.38
CN(C1CCN(CCCCOC2=CC=C(F)C=C2)CC1)C1=NC2=C(S1)C=CC=C2,3.43
ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl,3.23
NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,4.43
CCN(CC)C(=O)CSC1=NN=C(Cl)C=C1,2.22
COCCOCCOCCO,1.15
CC1(C)C2CC1C(=C)CC2,1.46
CCCP(=O)(CCC)CCC,2.1
FC(F)(F)C1=C(Cl)SC(NC(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)=N1,3.81
CCOC(=O)OC(C)OC1=C(N(C)S(=O)(=O)C2=C1C=CC=C2)C(=O)NC1=NC=CC=C1,2.78
CNC(=O)ON=C1CSCCS1,4.14
CC(=C)C1CCC(C)=CC1,1.41
CCCCOCCOCCCC,1.73
C(CCC1CO1)CC1CO1,2.12
CC(=C)C(=O)OCCN(CCOC(=O)C(C)=C)CCOC(=O)C(C)=C,1.5
ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,1.84
NC1=NC(N)=NC(N)=N1,1.6
CCOC(=O)CC(SP(=O)(OC)SC)C(=O)OCC,3.47
CCC(C)C(CN(C)C)C1=CC(F)=CC=C1OC,2.93
CCCCC(CC)OCCOCCO,1.84
COC1=CC=C(C)C=C1N,1.98
CCCC(=O)OC1=C(OC(=O)CCC)C(=O)OC1=O,1.26
CCOC(=O)N1CCC=C(C1)C=NOC,3.03
CC(C)C1=CC(OC2=CC=CC=C2)=CC(C(C)C)=C1NC(=S)NC(C)(C)C,2.27
CCCCCCCC1=CC=C(C)C=C1O,1.79
CC(Cl)(Cl)Cl,1.14
CCOC(=O)C(CC)(CC(=O)OCCN(CC)CC)C1=CC=CC=C1,3.34
COC1=CC=C2CC3C4CCC(N=[N+]=[N-])C5OC1=C2C45CCN3C,3.44
CON(C(C)C(=O)OC)C1=C(C)C=CC=C1C,2.62
CCOP(=O)(OCC)SCC(C)(SCC)SCC,4.35
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,2.29
CCOP(=S)(OCC)OC1=CC=C(C=C1)N=C=S,3.08
ClC1=CC=C(C=C1)S(=O)(=O)C1=CC(Cl)=C(Cl)C=C1Cl,2.8
CC(O)COC(=O)C(C)=C,1.11
CC(C)C1=C(C(=O)C2=CC=CN=C2)C2=C(C=CC=C2)N1C,2.06
NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,3.72
CC12C3C(C(O)=O)C45CC(=C)C(O)(C4)CCC5C3(OC1=O)C=CC2O,1.74
O=C1NC2=C(N1)C(=O)NC=N2,1.94
O1C2=C(OC3=C1C=CC=C3)C=CC=C2,2.18
ClCOCCl,2.69
C=CCOC(=O)C=CC(=O)OCC=C,2.82
CN(C)C(=S)SC(=S)N(C)C,2.67
CSC(C)=NOC(=O)N(C)SN(C)C(=O)OC1=CC=C(OC(=O)N(C)SN(C)C(=O)ON=C(C)SC)C=C1,3.13
ClC1=C(C=C(C#N)C#N)C=CC=C1,3.02
CC1=NC=CN=C1SCC1=CC=CO1,2.31
CCCCC(CC)CNC1=CC=CC=C1,1.93
FC(F)(F)C1=CC(Cl)=CC=C1Cl,1.66
CC(C)(C)C1CCC(=O)CC1,1.49
COC1C(CC2CN3CCC4=C(NC5=C4C=CC(OC)=C5)C3CC2C1C(=O)OC)OC1CCCCO1,3.46
CCCSC(=O)OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(C)CC,2.77
CCC(O)CC,1.67
O=C1CCCC=C1,2.64
CCOCN(C(=O)CO)C1=C(CC)C=CC=C1C,2.02
C[As](O)(O)=O,2.16
CCOC1=CC=C(NC(C)=O)C=C1,2.04
CCCCOC(OCCCC)C(OCCCC)OCCCC,1.55
CCC(C)N,2.28
NC1=NN=C(S1)C=CC1=CC=C(O1)[N+]([O-])=O,2.1
CCCCCCCC(C)=O,1.65
N#CC1CCC2OC2C1,2.06
OC1=CC=C(CC2=CC=C(O)C=C2)C=C1,1.61
